0 947
1787 31
3574 20
5361 15
7148 16
8935 29
10722 21
12509 30
14296 34
16083 65
17870 79
19657 125
21444 210
23231 239
25018 306
26805 459
28592 570
30379 691
32166 879
33953 1089
35740 1394
37527 1452
39314 1852
41101 2150
42888 2479
44675 2843
46462 3014
48249 3421
50036 3734
51823 4121
53610 4298
55397 4689
57184 5051
58971 5476
60758 5668
62545 5843
64332 5983
66119 6285
67906 6200
69693 6361
71480 6475
73267 6493
75054 6564
76841 6503
78628 6529
80415 6395
82202 6491
83989 6034
85776 6019
87563 5991
89350 5741
91137 5552
92924 5438
94711 5223
96498 5012
98285 4784
100072 4730
101859 4296
103646 4208
105433 3969
107220 3744
109007 3675
110794 3451
112581 3204
114368 3059
116155 2870
117942 2788
119729 2587
121516 2337
123303 2236
125090 2077
126877 1855
128664 1791
130451 1659
132238 1597
134025 1499
135812 1335
137599 1280
139386 1155
141173 1091
142960 1038
144747 891
146534 816
148321 755
150108 711
151895 725
153682 652
155469 569
157256 552
159043 480
160830 397
162617 432
164404 378
166191 311
167978 334
169765 303
171552 247
173339 243
175126 208
176913 225
178700 204
180487 183
182274 180
184061 168
185848 137
187635 142
189422 137
191209 125
192996 111
194783 123
196570 118
198357 115
200144 87
201931 83
203718 80
205505 71
207292 79
209079 73
210866 83
212653 70
214440 66
216227 69
218014 59
219801 66
221588 66
223375 55
225162 61
226949 77
228736 41
230523 63
232310 48
234097 53
235884 59
237671 51
239458 41
241245 50
243032 48
244819 46
246606 56
248393 50
250180 51
251967 44
253754 49
255541 43
257328 52
259115 44
260902 48
262689 35
264476 42
266263 46
268050 33
269837 36
271624 48
273411 47
275198 50
276985 48
278772 42
280559 27
282346 36
284133 36
285920 34
287707 41
289494 47
291281 39
293068 38
294855 34
296642 31
298429 36
300216 35
302003 34
303790 39
305577 28
307364 29
309151 25
310938 37
312725 34
314512 26
316299 34
318086 34
319873 29
321660 26
323447 22
325234 16
327021 25
328808 33
330595 33
332382 33
334169 22
335956 25
337743 20
339530 14
341317 19
343104 13
344891 10
346678 12
348465 18
350252 26
352039 22
353826 26
355613 23
357400 18
359187 13
360974 13
362761 15
364548 14
366335 12
368122 11
369909 12
371696 16
373483 10
375270 14
377057 14
378844 11
380631 10
382418 5
384205 13
385992 13
387779 6
389566 7
391353 14
393140 9
394927 13
396714 7
398501 9
400288 7
402075 6
403862 6
405649 5
407436 4
409223 7
411010 7
412797 5
414584 6
416371 5
